"data_type_code";"version_id";"description";"length";"anchor";"owl_gen"
"IS";540;"Coded value for user-defined tables";;;0
"IS";630;;;;0
"JCC";3;"Job code/class";;;0
"JCC";4;"Job code/class";0;"ch2fin.html#Heading118";0
"JCC";5;"Job code/class";;;0
"JCC";6;"Job Code/Class";;"ch02A.html#Heading208";0
"JCC";7;"Job Code/Class";;"ch02a.html#Heading202";0
"JCC";8;"Job Code/Class";;"ch02a.html#Heading257";0
"JCC";9;"Job Code/Class";;"ch02a.html#Heading257";0
"JCC";10;"JCC";;"ch02A.html#Heading548";0
"JCC";60;"Job Code/Class";;"ch02A.html#Heading208";0
"JCC";61;"Job Code/Class";;"ch02a.html#Heading208";0
"JCC";81;"Job Code/Class";;"ch02a.html#Heading228";0
"JCC";91;"Job Code/Class";;"ch02a.html#Heading257";0
"JCC";92;"Job Code/Class";;"ch02a.html#Heading257";0
"LA1";4;"Location with address information (variant 1)";;;0
"LA1";5;"Location with address information (variant 1)";;;0
"LA1";6;"Location with Address Variation 1";;"ch02A.html#Heading213";0
"LA1";7;"Location with Address Variation 1";;"ch02a.html#Heading207";0
"LA1";8;"Location with Address Variation 1";;"ch02a.html#Heading262";0
"LA1";60;"Location with Address Variation 1";;"ch02A.html#Heading213";0
"LA1";61;"Location with Address Variation 1";;"ch02a.html#Heading213";0
"LA1";81;"Location with Address Variation 1";;"ch02a.html#Heading232";0
"LA2";4;"Location with address information (variant 2)";;;0
"LA2";5;"Location with address information (variant 2)";;;0
"LA2";6;"Location with Address Variation 2";;"ch02A.html#Heading225";0
"LA2";7;"Location with Address Variation 2";;"ch02a.html#Heading218";0
"LA2";8;"Location with Address Variation 2";;"ch02a.html#Heading273";0
"LA2";60;"Location with Address Variation 2";;"ch02A.html#Heading225";0
"LA2";61;"Location with Address Variation 2";;"ch02a.html#Heading225";0
"LA2";81;"Location with Address Variation 2";;"ch02a.html#Heading242";0
"MA";3;"multiplexed array";0;;0
"MA";4;"Multiplexed array";0;"ch2fin.html#Heading121";0
"MA";5;"Multiplexed array";;;0
"MA";6;"Multiplexed Array";;"ch02A.html#Heading243";0
"MA";7;"Multiplexed Array";;"ch02a.html#Heading236";0
"MA";8;"Multiplexed Array";;"ch02a.html#Heading291";0
"MA";9;"Multiplexed Array";;"ch02a.html#Heading264";0
"MA";10;"MA";;"ch02A.html#Heading554";0
"MA";60;"Multiplexed Array";;"ch02A.html#Heading243";0
"MA";61;"Multiplexed Array";;"ch02a.html#Heading243";0
"MA";81;"Multiplexed Array";;"ch02a.html#Heading259";0
"MA";91;"Multiplexed Array";;"ch02a.html#Heading264";0
"MA";92;"Multiplexed Array";;"ch02a.html#Heading264";0
"MO";2;"MONEY";0;;0
"MO";3;"MONEY";0;;0
"MO";4;"Money";0;"ch2fin.html#Heading122";0
"MO";5;"Money";;;0
"MO";6;"Money";;"ch02A.html#Heading244";0
"MO";7;"Money";;"ch02a.html#Heading237";0
"MO";8;"Money";;"ch02a.html#Heading292";0
"MO";9;"Money";;"ch02a.html#Heading265";0
"MO";10;"MO";;"ch02A.html#Heading555";0
"MO";20;;;;0
"MO";60;"Money";;"ch02A.html#Heading244";0
"MO";61;"Money";;"ch02a.html#Heading244";0
"MO";81;"Money";;"ch02a.html#Heading260";0
"MO";91;"Money";;"ch02a.html#Heading265";0
"MO";92;"Money";;"ch02a.html#Heading265";0
"MOC";4;"Charge To Practise";;;0
"MOC";5;"Charge To Practise";;;0
"MOC";6;"Money and Code";;"ch02A.html#Heading248";0
"MOC";7;"Money and Code";;"ch02a.html#Heading241";0
"MOC";8;"Money and Code";;"ch02a.html#Heading296";0
"MOC";9;"Money and Code";;"ch02a.html#Heading269";0
"MOC";10;"MOC";;"ch02A.html#Heading558";0
"MOC";60;"Money and Code";;"ch02A.html#Heading248";0
"MOC";61;"Money and Code";;"ch02a.html#Heading248";0
"MOC";81;"Money and Code";;"ch02a.html#Heading263";0
"MOC";91;"Money and Code";;"ch02a.html#Heading269";0
"MOC";92;"Money and Code";;"ch02a.html#Heading269";0
"MOP";4;"money or percentage";;;0
"MOP";5;"money or percentage";;;0
"MOP";6;"Money or Percentage";;"ch02A.html#Heading251";0
"MOP";7;"Money or Percentage";;"ch02a.html#Heading245";0
"MOP";8;"Money or Percentage";;"ch02a.html#Heading300";0
"MOP";9;"Money or Percentage";;"ch02a.html#Heading273";0
"MOP";10;"MOP";;"ch02A.html#Heading561";0
"MOP";60;"Money or Percentage";;"ch02A.html#Heading251";0
"MOP";61;"Money or Percentage";;"ch02a.html#Heading251";0
"MOP";81;"Money or Percentage";;"ch02a.html#Heading266";0
"MOP";91;"Money or Percentage";;"ch02a.html#Heading273";0
"MOP";92;"Money or Percentage";;"ch02a.html#Heading273";0
"MSG";4;"Message Type";;;0
"MSG";5;"Message Type";;;0
"MSG";6;"Message Type";;"ch02A.html#Heading256";0
"MSG";7;"Message Type";;"ch02a.html#Heading250";0
"MSG";8;"Message Type";;"ch02a.html#Heading305";0
"MSG";9;"Message Type";;"ch02a.html#Heading278";0
"MSG";10;"MSG";;"ch02A.html#Heading565";0
"MSG";60;"Message Type";;"ch02A.html#Heading256";0
"MSG";61;"Message Type";;"ch02a.html#Heading256";0
"MSG";81;"Message Type";;"ch02a.html#Heading270";0
"MSG";91;"Message Type";;"ch02a.html#Heading278";0
"MSG";92;"Message Type";;"ch02a.html#Heading278";0
"NA";3;"numeric array";0;;0
"NA";4;"Numeric array";0;"ch2fin.html#Heading125";0
"NA";5;"Numeric array";;;0
"NA";6;"Numeric Array";;"ch02A.html#Heading261";0
"NA";7;"Numeric Array";;"ch02a.html#Heading255";0
"NA";8;"Numeric Array";;"ch02a.html#Heading310";0
"NA";9;"Numeric Array";;"ch02a.html#Heading283";0
"NA";10;"NA";;"ch02A.html#Heading569";0
"NA";60;"Numeric Array";;"ch02A.html#Heading261";0
"NA";61;"Numeric Array";;"ch02a.html#Heading261";0
"NA";81;"Numeric Array";;"ch02a.html#Heading274";0
"NA";91;"Numeric Array";;"ch02a.html#Heading283";0
"NA";92;"Numeric Array";;"ch02a.html#Heading283";0
"NDL";4;"observing practitioner";;;0
"NDL";5;"observing practitioner";;;0
"NDL";6;"Name with Date and Location";;"ch02A.html#Heading262";0
"NDL";7;"Name with Date and Location";;"ch02a.html#Heading256";0
"NDL";8;"Name with Date and Location";;"ch02a.html#Heading311";0
"NDL";9;"Name with Date and Location";;"ch02a.html#Heading284";0
"NDL";10;"NDL";;"ch02A.html#Heading570";0
"NDL";60;"Name with Date and Location";;"ch02A.html#Heading262";0
"NDL";61;"Name with Date and Location";;"ch02a.html#Heading262";0
"NDL";81;"Name with Date and Location";;"ch02a.html#Heading275";0
"NDL";91;"Name with Date and Location";;"ch02a.html#Heading284";0
"NDL";92;"Name with Date and Location";;"ch02a.html#Heading284";0
"NM";1;"NUMERIC";0;;0
"NM";2;"NUMERIC";0;;0
"NM";3;"NUMERIC";;;0
"NM";4;"Numeric";0;"ch2fin.html#Heading126";0
"NM";5;"Numeric";;;0
"NM";6;"Numeric";;"ch02A.html#Heading275";0
"NM";7;"Numeric";;"ch02a.html#Heading269";0
"NM";8;"Numeric";;"ch02a.html#Heading324";0
"NM";9;"Numeric";;"ch02a.html#Heading297";0
"NM";10;"NM";;"ch02A.html#Heading582";0
"NM";20;"Numeric";;;0
"NM";60;"Numeric";;"ch02A.html#Heading275";0
"NM";61;"Numeric";;"ch02a.html#Heading275";0
"NM";81;"Numeric";;"ch02a.html#Heading287";0
"NM";91;"Numeric";;"ch02a.html#Heading297";0
"NM";92;"Numeric";;"ch02a.html#Heading297";0
"NM";530;"Numeric";;;0
"NM";540;"Numeric";;;0
"NR";4;"numeric range";;;0
"NR";5;"numeric range";;;0
"NR";6;"Numeric Range";;"ch02A.html#Heading276";0
"NR";7;"Numeric Range";;"ch02a.html#Heading270";0
"NR";8;"Numeric Range";;"ch02a.html#Heading325";0
"NR";9;"Numeric Range";;"ch02a.html#Heading298";0
"NR";10;"NR";;"ch02A.html#Heading583";0
"NR";60;"Numeric Range";;"ch02A.html#Heading276";0
"NR";61;"Numeric Range";;"ch02a.html#Heading276";0
"NR";81;"Numeric Range";;"ch02a.html#Heading288";0
"NR";91;"Numeric Range";;"ch02a.html#Heading298";0
"NR";92;"Numeric Range";;"ch02a.html#Heading298";0
"OCD";4;"occurence";;;0
"OCD";5;"occurence";;;0
"OCD";6;"Occurrence Code and Date";;"ch02A.html#Heading280";0
"OCD";7;"Occurrence Code and Date";;"ch02a.html#Heading274";0
"OCD";8;"Occurrence Code and Date";;"ch02a.html#Heading329";0
"OCD";9;"Occurrence Code and Date";;"ch02a.html#Heading302";0
"OCD";10;"OCD";;"ch02A.html#Heading586";0
"OCD";60;"Occurrence Code and Date";;"ch02A.html#Heading280";0
"OCD";61;"Occurrence Code and Date";;"ch02a.html#Heading280";0
"OCD";81;"Occurrence Code and Date";;"ch02a.html#Heading291";0
"OCD";91;"Occurrence Code and Date";;"ch02a.html#Heading302";0
"OCD";92;"Occurrence Code and Date";;"ch02a.html#Heading302";0
"OG";10;"OG";;"ch02A.html#Heading589";0
"OG";92;"Observation Grouper";;"ch02a.html#Heading306";0
"OP";540;"OP";;;0
"OSD";4;"order sequence";;;0
"OSD";5;"order sequence";;;0
"OSD";6;"Order Sequence Definition";;"ch02A.html#Heading284";0
"OSD";7;"Order Sequence Definition";;"ch02a.html#Heading278";0
"OSD";60;"Order Sequence Definition";;"ch02A.html#Heading284";0
"OSD";61;"Order Sequence Definition";;"ch02a.html#Heading284";0
"OSP";4;"occurence span";;;0
"OSP";5;"occurence span";;;0
"OSP";6;"Occurrence Span Code and Date";;"ch02A.html#Heading297";0
"OSP";7;"Occurrence Span Code and Date";;"ch02a.html#Heading291";0
"OSP";8;"Occurrence Span Code and Date";;"ch02a.html#Heading334";0
"OSP";9;"Occurrence Span Code and Date";;"ch02a.html#Heading307";0
"OSP";10;"OSP";;"ch02A.html#Heading595";0
"OSP";60;"Occurrence Span Code and Date";;"ch02A.html#Heading297";0
"OSP";61;"Occurrence Span Code and Date";;"ch02a.html#Heading297";0
"OSP";81;"Occurrence Span Code and Date";;"ch02a.html#Heading295";0
"OSP";91;"Occurrence Span Code and Date";;"ch02a.html#Heading307";0
"OSP";92;"Occurrence Span Code and Date";;"ch02a.html#Heading312";0
"PCF";4;"Pre-certification required";;;0
"PCF";5;"Pre-certification required";;;0
"PI";4;"person identifier";;;0
"PI";5;"person identifier";;;0
"PIP";4;"Privileges";;;0
"PIP";5;"Privileges";;;0
"PIP";6;"Practitioner Institutional Privileges";;"ch02A.html#Heading301";0
"PIP";7;"Practitioner Institutional Privileges";;"ch02a.html#Heading296";0
"PIP";8;"Practitioner Institutional Privileges";;"ch02a.html#Heading339";0
"PIP";9;"Practitioner Institutional Privileges";;"ch02a.html#Heading312";0
"PIP";10;"PIP";;"ch02A.html#Heading599";0
"PIP";60;"Practitioner Institutional Privileges";;"ch02A.html#Heading301";0
"PIP";61;"Practitioner Institutional Privileges";;"ch02a.html#Heading301";0
"PIP";81;"Practitioner Institutional Privileges";;"ch02a.html#Heading299";0
"PIP";91;"Practitioner Institutional Privileges";;"ch02a.html#Heading312";0
"PIP";92;"Practitioner Institutional Privileges";;"ch02a.html#Heading317";0
"PL";3;"patient location";0;;0
"PL";4;"Person location";0;"ch2fin.html#Heading127";0
"PL";5;"Person location";;;0
"PL";6;"Person Location";;"ch02A.html#Heading308";0
"PL";7;"Person Location";;"ch02a.html#Heading303";0
"PL";8;"Person Location";;"ch02a.html#Heading346";0
"PL";9;"Person Location";;"ch02a.html#Heading319";0
"PL";10;"PL";;"ch02A.html#Heading605";0
"PL";60;"Person Location";;"ch02A.html#Heading308";0
"PL";61;"Person Location";;"ch02a.html#Heading308";0
"PL";81;"Person Location";;"ch02a.html#Heading305";0
"PL";91;"Person Location";;"ch02a.html#Heading319";0
"PL";92;"Person Location";;"ch02a.html#Heading324";0
"PL";540;"Person Location";;;0
"PLN";4;"Practitioner ID Numbers";;;0
"PLN";5;"Practitioner ID Numbers";;;0
"PLN";6;"Practitioner License or Other ID Number";;"ch02A.html#Heading321";0
"PLN";7;"Practitioner License or Other ID Number";;"ch02a.html#Heading316";0
"PLN";8;"Practitioner License or Other ID Number";;"ch02a.html#Heading359";0
"PLN";9;"Practitioner License or Other ID Number";;"ch02a.html#Heading332";0
"PLN";10;"PLN";;"ch02A.html#Heading617";0
"PLN";60;"Practitioner License or Other ID Number";;"ch02A.html#Heading321";0
"PLN";61;"Practitioner License or Other ID Number";;"ch02a.html#Heading321";0
"PLN";81;"Practitioner License or Other ID Number";;"ch02a.html#Heading317";0
"PLN";91;"Practitioner License or Other ID Number";;"ch02a.html#Heading332";0
"PLN";92;"Practitioner License or Other ID Number";;"ch02a.html#Heading337";0
"PN";1;"PERSON NAME";48;;0
"PN";2;"PERSON NAME";48;;0
"PN";3;"person name";0;;0
"PN";4;"Person name";0;"ch2fin.html#Heading156";0
"PN";5;"Person name";;;0
"PPN";3;"Performing person time stamp";;;0
"PPN";4;"Performing person time stamp";0;"ch2fin.html#Heading137";0
"PPN";5;"Performing person time stamp";;;0
"PPN";6;"Performing Person Time Stamp";;"ch02A.html#Heading327";0
"PPN";7;"Performing Person Time Stamp";;"ch02a.html#Heading322";0
"PPN";8;"Performing Person Time Stamp";;"ch02a.html#Heading365";0
"PPN";9;"Performing Person Time Stamp";;"ch02a.html#Heading338";0
"PPN";10;"PPN";;"ch02A.html#Heading622";0
"PPN";60;"Performing Person Time Stamp";;"ch02A.html#Heading327";0
"PPN";61;"Performing Person Time Stamp";;"ch02a.html#Heading327";0
"PPN";81;"Performing Person Time Stamp";;"ch02a.html#Heading322";0
"PPN";91;"Performing Person Time Stamp";;"ch02a.html#Heading338";0
"PPN";92;"Performing Person Time Stamp";;"ch02a.html#Heading343";0
"PRL";4;"parent result link";;;0
"PRL";5;"parent result link";;;0
"PRL";6;"Parent Result Link";;"ch02A.html#Heading353";0
"PRL";7;"Parent Result Link";;"ch02a.html#Heading348";0
"PRL";8;"Parent Result Link";;"ch02a.html#Heading393";0
"PRL";9;"Parent Result Link";;"ch02a.html#Heading366";0
"PRL";10;"PRL";;"ch02A.html#Heading649";0
"PRL";60;"Parent Result Link";;"ch02A.html#Heading353";0
"PRL";61;"Parent Result Link";;"ch02a.html#Heading353";0
"PRL";81;"Parent Result Link";;"ch02a.html#Heading349";0
"PRL";91;"Parent Result Link";;"ch02a.html#Heading366";0
"PRL";92;"Parent Result Link";;"ch02a.html#Heading371";0
"PT";3;"Processing type";;;0
"PT";4;"Processing type";0;"ch2fin.html#Heading165";0
"PT";5;"Processing type";;;0
"PT";6;"Processing Type";;"ch02A.html#Heading358";0
"PT";7;"Processing Type";;"ch02a.html#Heading353";0
"PT";8;"Processing Type";;"ch02a.html#Heading398";0
"PT";9;"Processing Type";;"ch02a.html#Heading371";0
"PT";10;"PT";;"ch02A.html#Heading653";0
"PT";60;"Processing Type";;"ch02A.html#Heading358";0
"PT";61;"Processing Type";;"ch02a.html#Heading358";0
"PT";81;"Processing Type";;"ch02a.html#Heading353";0
"PT";91;"Processing Type";;"ch02a.html#Heading371";0
"PT";92;"Processing Type";;"ch02a.html#Heading376";0
"PTA";4;"Policy Type";;;0
"PTA";5;"Policy Type";;;0
"PTA";6;"Policy Type and Amount";;"ch02A.html#Heading362";0
"PTA";7;"Policy Type and Amount";;"ch02a.html#Heading357";0
"PTA";8;"Policy Type and Amount";;"ch02a.html#Heading402";0
"PTA";9;"Policy Type and Amount";;"ch02a.html#Heading375";0
"PTA";10;"PTA";;"ch02A.html#Heading656";0
"PTA";60;"Policy Type and Amount";;"ch02A.html#Heading362";0
"PTA";61;"Policy Type and Amount";;"ch02a.html#Heading362";0
"PTA";81;"Policy Type and Amount";;"ch02a.html#Heading356";0
"PTA";91;"Policy Type and Amount";;"ch02a.html#Heading375";0
"PTA";92;"Policy Type and Amount";;"ch02a.html#Heading380";0
"QIP";3;"Query input parameter list";;;0
"QIP";4;"Query input parameter list";0;"ch2fin.html#Heading168";0
"QIP";5;"Query input parameter list";;;0
"QIP";6;"Query Input Parameter List";;"ch02A.html#Heading368";0
"QIP";7;"Query Input Parameter List";;"ch02a.html#Heading363";0
"QIP";8;"Query Input Parameter List";;"ch02a.html#Heading408";0
"QIP";9;"Query Input Parameter List";;"ch02a.html#Heading381";0
"QIP";10;"QIP";;"ch02A.html#Heading661";0
"QIP";60;"Query Input Parameter List";;"ch02A.html#Heading368";0
"QIP";61;"Query Input Parameter List";;"ch02a.html#Heading368";0
"QIP";81;"Query Input Parameter List";;"ch02a.html#Heading361";0
"QIP";91;"Query Input Parameter List";;"ch02a.html#Heading381";0
"QIP";92;"Query Input Parameter List";;"ch02a.html#Heading386";0
"QSC";3;"Query selection criteria";;;0
"QSC";4;"Query selection criteria";0;"ch2fin.html#Heading171";0
"QSC";5;"Query selection criteria";;;0
"QSC";6;"Query Selection Criteria";;"ch02A.html#Heading372";0
"QSC";7;"Query Selection Criteria";;"ch02a.html#Heading367";0
"QSC";8;"Query Selection Criteria";;"ch02a.html#Heading412";0
"QSC";9;"Query Selection Criteria";;"ch02a.html#Heading385";0
"QSC";10;"QSC";;"ch02A.html#Heading664";0
"QSC";60;"Query Selection Criteria";;"ch02A.html#Heading372";0
"QSC";61;"Query Selection Criteria";;"ch02a.html#Heading372";0
"QSC";81;"Query Selection Criteria";;"ch02a.html#Heading364";0
"QSC";91;"Query Selection Criteria";;"ch02a.html#Heading385";0
"QSC";92;"Query Selection Criteria";;"ch02a.html#Heading390";0
"RCD";3;"Row column definition";;;0
"RCD";4;"Row column definition";0;"ch2fin.html#Heading176";0
"RCD";5;"Row column definition";;;0
"RCD";6;"Row Column Definition";;"ch02A.html#Heading378";0
"RCD";7;"Row Column Definition";;"ch02a.html#Heading373";0
"RCD";8;"Row Column Definition";;"ch02a.html#Heading418";0
"RCD";9;"Row Column Definition";;"ch02a.html#Heading391";0
"RCD";10;"RCD";;"ch02A.html#Heading669";0
"RCD";60;"Row Column Definition";;"ch02A.html#Heading378";0
"RCD";61;"Row Column Definition";;"ch02a.html#Heading378";0
"RCD";81;"Row Column Definition";;"ch02a.html#Heading369";0
"RCD";91;"Row Column Definition";;"ch02a.html#Heading391";0
"RCD";92;"Row Column Definition";;"ch02a.html#Heading396";0
"RFR";4;"reference range";;;0
"RFR";5;"reference range";;;0
"RFR";6;"Reference Range";;"ch02A.html#Heading383";0
"RFR";7;"Reference Range";;"ch02a.html#Heading378";0
"RFR";8;"Reference Range";;"ch02a.html#Heading423";0
"RFR";9;"Reference Range";;"ch02a.html#Heading396";0
"RFR";10;"RFR";;"ch02A.html#Heading673";0
"RFR";60;"Reference Range";;"ch02A.html#Heading383";0
"RFR";61;"Reference Range";;"ch02a.html#Heading383";0
"RFR";81;"Reference Range";;"ch02a.html#Heading373";0
"RFR";91;"Reference Range";;"ch02a.html#Heading396";0
"RFR";92;"Reference Range";;"ch02a.html#Heading401";0
"RI";3;"Repeat interval";;;0
"RI";4;"Repeat interval";0;"ch2fin.html#Heading180";0
"RI";5;"Repeat interval";;;0
"RI";6;"Repeat Interval";;"ch02A.html#Heading392";0
"RI";7;"Repeat Interval";;"ch02a.html#Heading387";0
"RI";8;"Repeat Interval";;"ch02a.html#Heading432";0
"RI";9;"Repeat Interval";;"ch02a.html#Heading405";0
"RI";10;"RI";;"ch02A.html#Heading681";0
"RI";60;"Repeat Interval";;"ch02A.html#Heading392";0
"RI";61;"Repeat Interval";;"ch02a.html#Heading392";0
"RI";81;"Repeat Interval";;"ch02a.html#Heading381";0
"RI";91;"Repeat Interval";;"ch02a.html#Heading405";0
"RI";92;"Repeat Interval";;"ch02a.html#Heading410";0
"RMC";4;"Room Coverage";;;0
"RMC";5;"Room Coverage";;;0
"RMC";6;"Room Coverage";;"ch02A.html#Heading396";0
"RMC";7;"Room Coverage";;"ch02a.html#Heading391";0
"RMC";8;"Room Coverage";;"ch02a.html#Heading436";0
"RMC";9;"Room Coverage";;"ch02a.html#Heading409";0
"RMC";10;"RMC";;"ch02A.html#Heading684";0
"RMC";60;"Room Coverage";;"ch02A.html#Heading396";0
"RMC";61;"Room Coverage";;"ch02a.html#Heading396";0
"RMC";81;"Room Coverage";;"ch02a.html#Heading384";0
"RMC";91;"Room Coverage";;"ch02a.html#Heading409";0
"RMC";92;"Room Coverage";;"ch02a.html#Heading414";0
"RP";2;"REFERENCE POINTER";0;;0
"RP";3;"reference pointer";0;;0
"RP";4;"Reference pointer";0;"ch2fin.html#Heading183";0
"RP";5;"Reference pointer";;;0
"RP";6;"Reference Pointer";;"ch02A.html#Heading402";0
"RP";7;"Reference Pointer";;"ch02a.html#Heading397";0
"RP";8;"Reference Pointer";;"ch02a.html#Heading442";0
"RP";9;"Reference Pointer";;"ch02a.html#Heading415";0
"RP";10;"RP";;"ch02A.html#Heading689";0
"RP";60;"Reference Pointer";;"ch02A.html#Heading402";0
"RP";61;"Reference Pointer";;"ch02a.html#Heading402";0
"RP";81;"Reference Pointer";;"ch02a.html#Heading389";0
"RP";91;"Reference Pointer";;"ch02a.html#Heading415";0
"RP";92;"Reference Pointer";;"ch02a.html#Heading420";0
"RPT";6;"Repeat Pattern";;"ch02A.html#Heading412";0
"RPT";7;"Repeat Pattern";;"ch02a.html#Heading403";0
"RPT";8;"Repeat Pattern";;"ch02a.html#Heading448";0
"RPT";9;"Repeat Pattern";;"ch02a.html#Heading421";0
"RPT";10;"RPT";;"ch02A.html#Heading694";0
"RPT";60;"Repeat Pattern";;"ch02A.html#Heading412";0
"RPT";61;"Repeat Pattern";;"ch02a.html#Heading412";0
"RPT";81;"Repeat Pattern";;"ch02a.html#Heading394";0
"RPT";91;"Repeat Pattern";;"ch02a.html#Heading421";0
"RPT";92;"Repeat Pattern";;"ch02a.html#Heading426";0
"SAD";5;"street address";;;0
"SAD";6;"Street Address";;"ch02A.html#Heading425";0
"SAD";7;"Street Address";;"ch02a.html#Heading416";0
"SAD";8;"Street Address";;"ch02a.html#Heading461";0
"SAD";9;"Street Address";;"ch02a.html#Heading434";0
"SAD";10;"SAD";;"ch02A.html#Heading706";0
"SAD";60;"Street Address";;"ch02A.html#Heading425";0
"SAD";61;"Street Address";;"ch02a.html#Heading425";0
"SAD";81;"Street Address";;"ch02a.html#Heading406";0
"SAD";91;"Street Address";;"ch02a.html#Heading434";0
"SAD";92;"Street Address";;"ch02a.html#Heading439";0
"SCV";3;"Scheduling class value pair";;;0
"SCV";4;"Scheduling class value pair";0;"ch2fin.html#Heading192";0
"SCV";5;"Scheduling class value pair";;;0
"SCV";6;"Scheduling Class Value Pair";;"ch02A.html#Heading430";0
"SCV";7;"Scheduling Class Value Pair";;"ch02a.html#Heading421";0
"SCV";8;"Scheduling Class Value Pair";;"ch02a.html#Heading466";0
"SCV";9;"Scheduling Class Value Pair";;"ch02a.html#Heading439";0
"SCV";10;"SCV";;"ch02A.html#Heading710";0
"SCV";60;"Scheduling Class Value Pair";;"ch02A.html#Heading430";0
"SCV";61;"Scheduling Class Value Pair";;"ch02a.html#Heading430";0
"SCV";81;"Scheduling Class Value Pair";;"ch02a.html#Heading410";0
"SCV";91;"Scheduling Class Value Pair";;"ch02a.html#Heading439";0
"SCV";92;"Scheduling Class Value Pair";;"ch02a.html#Heading444";0
"SI";1;"SET ID";4;;0
"SI";2;"SEQUENCE ID";4;;0
"SI";3;"Sequence ID";;;0
"SI";4;"Sequence ID";0;"ch2fin.html#Heading195";0
"SI";5;"Sequence ID";;;0
"SI";6;"Sequence ID";;"ch02A.html#Heading434";0
"SI";7;"Sequence ID";;"ch02a.html#Heading425";0
"SI";8;"Sequence ID";;"ch02a.html#Heading470";0
"SI";9;"Sequence ID";;"ch02a.html#Heading443";0
"SI";10;"SI";;"ch02A.html#Heading713";0
"SI";60;"Sequence ID";;"ch02A.html#Heading434";0
"SI";61;"Sequence ID";;"ch02a.html#Heading434";0
"SI";81;"Sequence ID";;"ch02a.html#Heading413";0
"SI";91;"Sequence ID";;"ch02a.html#Heading443";0
"SI";92;"Sequence ID";;"ch02a.html#Heading448";0
"SI";530;"Sequence ID";;;0
"SN";3;"structured numeric";0;;0
"SN";4;"Structured numeric";0;"ch2fin.html#Heading196";0
"SN";5;"Structured numeric";;;0
"SN";6;"Structured Numeric";;"ch02A.html#Heading435";0
"SN";7;"Structured Numeric";;"ch02a.html#Heading426";0
"SN";8;"Structured Numeric";;"ch02a.html#Heading471";0
"SN";9;"Structured Numeric";;"ch02a.html#Heading444";0
"SN";10;"SN";;"ch02A.html#Heading714";0
"SN";60;"Structured Numeric";;"ch02A.html#Heading435";0
"SN";61;"Structured Numeric";;"ch02a.html#Heading435";0
"SN";81;"Structured Numeric";;"ch02a.html#Heading414";0
"SN";91;"Structured Numeric";;"ch02a.html#Heading444";0
"SN";92;"Structured Numeric";;"ch02a.html#Heading449";0
"SNM";8;"String of Telephone Number Digits";;"ch02a.html#Heading477";0
"SNM";9;"String of Telephone Number Digits";;"ch02a.html#Heading450";0
"SNM";10;"SNM";;"ch02A.html#Heading719";0
"SNM";81;"String of Telephone Number Digits";;"ch02a.html#Heading419";0
"SNM";91;"String of Telephone Number Digits";;"ch02a.html#Heading450";0
"SNM";92;"String of Telephone Number Digits";;"ch02a.html#Heading455";0
"SPD";4;"Specialty";;;0
"SPD";5;"Specialty";;;0
"SPD";6;"Specialty Description";;"ch02A.html#Heading441";0
"SPD";7;"Specialty Description";;"ch02a.html#Heading432";0
"SPD";8;"Specialty Description";;"ch02a.html#Heading478";0
"SPD";9;"Specialty Description";;"ch02a.html#Heading451";0
"SPD";10;"SPD";;"ch02A.html#Heading720";0
"SPD";60;"Specialty Description";;"ch02A.html#Heading441";0
"SPD";61;"Specialty Description";;"ch02a.html#Heading441";0
"SPD";81;"Specialty Description";;"ch02a.html#Heading420";0
"SPD";91;"Specialty Description";;"ch02a.html#Heading451";0
"SPD";92;"Specialty Description";;"ch02a.html#Heading456";0
"SPS";4;"specimen source";;;0
"SPS";5;"specimen source";;;0
"SPS";6;"Specimen Source";;"ch02A.html#Heading447";0
"SPS";7;"Specimen Source";;"ch02a.html#Heading438";0
"SPS";60;"Specimen Source";;"ch02A.html#Heading447";0
"SPS";61;"Specimen Source";;"ch02a.html#Heading447";0
"SRT";5;"sort order";;;0
"SRT";6;"Sort Order";;"ch02A.html#Heading456";0
"SRT";7;"Sort Order";;"ch02a.html#Heading447";0
"SRT";8;"Sort Order";;"ch02a.html#Heading485";0
"SRT";9;"Sort Order";;"ch02a.html#Heading458";0
"SRT";10;"SRT";;"ch02A.html#Heading726";0
"SRT";60;"Sort Order";;"ch02A.html#Heading456";0
"SRT";61;"Sort Order";;"ch02a.html#Heading456";0
"SRT";81;"Sort Order";;"ch02a.html#Heading426";0
"SRT";91;"Sort Order";;"ch02a.html#Heading458";0
"SRT";92;"Sort Order";;"ch02a.html#Heading463";0
"ST";1;"STRING";0;;0
"ST";2;"STRING";0;;0
"ST";3;"STRING";;;0
"ST";4;"String";0;"ch2fin.html#Heading201";0
"ST";5;"String";;;0
"ST";6;"String Data";;"ch02A.html#Heading460";0
"ST";7;"String Data";;"ch02a.html#Heading451";0
"ST";8;"String Data";;"ch02a.html#Heading489";0
"ST";9;"String Data";;"ch02a.html#Heading462";0
"ST";10;"ST";;"ch02A.html#Heading729";0
"ST";20;"String";;;0
"ST";60;"String Data";;"ch02A.html#Heading460";0
"ST";61;"String Data";;"ch02a.html#Heading460";0
"ST";81;"String Data";;"ch02a.html#Heading429";0
"ST";91;"String Data";;"ch02a.html#Heading462";0
"ST";92;"String Data";;"ch02a.html#Heading467";0
"ST";540;"String";;;0
"ST";630;"String";;;0
"TM";1;"TIME";6;;0
